,sector,ticker,name
523,Consumer Cyclical,ATR,APTARGROUP INC
524,Technology,DAIO,DATA I O CORP
525,Financial Services,CASH,META FINL GROUP INC
526,Consumer Cyclical,BLNK,BLINK  CHARGING        CO
527,Industrials,FLS,FLOWSERVE CORP
528,Healthcare,UHS,UNIVERSAL HLTH SVCS INC
529,Industrials,WNC,WABASH NATL CORP
530,Energy,CNX,CNX  RES   CORP
531,Energy,DNN,DENISON MINES CORP
532,Financial Services,MVBF,MVB FINL CORP
533,Healthcare,A,AGILENT TECHNOLOGIES INC
534,Healthcare,CTSO,CYTOSORBENTS CORP
535,Energy,FTK,FLOTEK INDS INC DEL
536,Consumer Cyclical,FAT,FAT BRANDS INC
537,Communication Services,CARG,CARGURUS INC
538,Healthcare,QTRX,QUANTERIX     CORP
539,Technology,DXC,DXC TECHNOLOGY CO
540,Healthcare,MBIO,MUSTANG BIO INC
541,Healthcare,MSON,MISONIX INC
542,Basic Materials,FSI,FLEXIBLE SOLUTIONS INTL INC
543,Consumer Cyclical,WW,WW   INTL   INC
544,Industrials,DRTT,DIRTT ENVIRONMENTAL SOLUTION
545,Basic Materials,BIOX,BIOCERES CROP SOLUTIONS CORP
546,Healthcare,POAI,PREDICTIVE ONCOLOGY INC
547,Healthcare,AHCO,ADAPTHEALTH CORP
548,Healthcare,SLS,SELLAS LIFE SCIENCES GROUP I
549,Industrials,SFL,SFL CORPORATION LTD
550,Healthcare,GRTX,GALERA THERAPEUTICS INC
551,Energy,BKR,BAKER   HUGHES      COMPANY
552,Financial Services,PVBC,PROVIDENT BANCORP INC
553,Healthcare,SDC,SMILEDIRECTCLUB         INC
554,Financial Services,ANDA,
555,Healthcare,BXRX,BAUDAX BIO INC
556,Technology,ADI,ANALOG DEVICES INC
557,Healthcare,TRXC,TRANSENTERIX INC
558,Basic Materials,CSTM,CONSTELLIUM       SE
559,Consumer Cyclical,GRWG,GROWGENERATION    CORP
560,Consumer Cyclical,LMPX,LMP   AUTOMOTIVE     HLDGS  INC
561,Industrials,PIXY,
562,Communication Services,VG,VONAGE HLDGS CORP
563,Financial Services,CG,CARLYLE GROUP INC
564,Healthcare,EYES,SECOND    SIGHT  MED   PRODS   INC
565,Financial Services,SRAC,
566,Healthcare,DRRX,DURECT CORP
567,Consumer Cyclical,NVFY,NOVA LIFESTYLE INC
568,Healthcare,ACST,
569,Financial Services,NPA,NEW  PROVIDENCE       ACQUISITION
570,Healthcare,SRRA,SIERRA ONCOLOGY INC
571,Financial Services,LIVK,
572,Technology,CLSK,CLEANSPARK INC
573,Healthcare,AEMD,AETHLON MED INC
574,Energy,BATL,BATTALION OIL CORP
575,Technology,DUOT,
576,Industrials,IR,INGERSOLL RAND INC
577,Industrials,TT,TRANE TECHNOLOGIES PLC
578,Communication Services,GSMG,
579,Consumer Defensive,SUMR,SUMMER INFANT INC
580,Industrials,ARNC,ARCONIC   CORPORATION
581,Financial Services,CALB,CALIFORNIA BANCORP
582,Industrials,APG,API   GROUP  CORP
583,Communication Services,MSGE,MADISON   SQUARE     GRDN  ENTERTNM
584,Industrials,TBLT,TOUGHBUILT     INDS    INC
585,Healthcare,TMBR,TIMBER PHARMACEUTICALS INC
586,Healthcare,WINT,WINDTREE    THERAPEUTICS    INC
587,Industrials,BWEN,BROADWIND INC
588,Financial Services,SLQT,SELECTQUOTE     INC
589,Healthcare,QLGN,QUALIGEN THERAPEUTICS INC
590,Communication Services,MTCH,MATCH GROUP INC NEW
591,Industrials,JOB,GEE GROUP INC
592,Financial Services,SNEX,STONEX GROUP INC
593,Industrials,ALTG,ALTA EQUIPMENT GROUP INC
594,Energy,GLOG,GASLOG LTD
595,Healthcare,NKTX,NKARTA INC
596,Industrials,SHIP,SEANERGY MARITIME HLDGS CORP
597,Consumer Defensive,ACI,ALBERTSONS     COS   INC
598,Consumer Cyclical,ODP,THE ODP CORP
599,Technology,DNB,DUN & BRADSTREET HLDGS INC
600,Utilities,VST,VISTRA CORP
601,Technology,FOUR,SHIFT4     PMTS  INC
602,Energy,APA,APACHE   CORP
603,Consumer Cyclical,PACK,RANPAK HOLDINGS CORP
604,Technology,XPER,XPERI HOLDING CORP
605,Financial Services,ZGYH,
606,Consumer Cyclical,VRM,VROOM      INC
607,Financial Services,LPRO,OPEN LENDING CORP
608,Consumer Cyclical,STON,STONEMOR INC
609,Financial Services,FSKR,FS   KKR  CAP     CORP  II
610,Energy,GLOP,GASLOG PARTNERS LP
611,Healthcare,PROG,PROGENITY  INC
612,Healthcare,FBRX,FORTE BIOSCIENCES INC
613,Consumer Cyclical,CZR,CAESARS  ENTERTAINMENT         INC  NE
614,Financial Services,GOCO,GOHEALTH     INC
615,Financial Services,CIIC,CIIG MERGER CORP
616,Financial Services,BRLI,
617,Healthcare,INZY,INOZYME   PHARMA     INC
618,Financial Services,CFBK,CF BANKSHARES INC
619,Healthcare,QTNT,QUOTIENT LTD
620,Financial Services,LFAC,
621,Technology,DTSS,DATASEA INC
622,Utilities,NFE,NEW  FORTRESS     ENERGY     INC
623,Utilities,BEPC,BROOKFIELD RENEWABLE CORP
624,Healthcare,NNOX,NANO  X    IMAGING      LTD
625,Healthcare,OTRK,ONTRAK     INC
626,Financial Services,GBLI,GLOBAL INDEMNITY GROUP LLC
627,Financial Services,CPSR,CAPSTAR   SPL   PURP   ACQUISITION
628,Healthcare,NAOV,NANOVIBRONIX INC
629,Financial Services,FUSE,FUSION    ACQUISITION        CORP
630,Real Estate,HGSH,CHINA HGS REAL ESTATE INC
631,Technology,IBM,INTERNATIONAL    BUSINESS     MACHS
632,Healthcare,WORX,SCWORX CORP
633,Energy,CPE,CALLON   PETE  CO   DEL
634,Financial Services,PSAC,
635,Financial Services,HPX,HPX   CORP
636,Financial Services,HEC,HUDSON   EXECUTIVE      INVT   CORP
637,Healthcare,ONVO,ORGANOVO HLDGS INC
638,Financial Services,PTK,
639,Healthcare,MTCR,METACRINE    INC
640,Healthcare,GDRX,GOODRX   HLDGS     INC
641,Financial Services,NHIC,NEWHOLD    INVESTMENT      CORP
642,Financial Services,STEP,STEPSTONE     GROUP   INC
643,Healthcare,AMWL,AMERICAN  WELL   CORP
644,Financial Services,GL,GLOBE LIFE INC
645,Real Estate,BNL,BROADSTONE  NET   LEASE      INC
646,Healthcare,PRLD,PRELUDE     THERAPEUTICS      INC
647,Healthcare,GOVX,
648,Technology,BSY,BENTLEY     SYS     INC
649,Utilities,JE,JUST ENERGY GROUP INC
650,Consumer Cyclical,BWMX,BETTERWARE DE MXC S A B DE C
651,Financial Services,ETAC,
652,Healthcare,RZLT,
653,Healthcare,AZYO,
654,Financial Services,ITAC,
655,Healthcare,OCUP,
656,Financial Services,STWO,
657,Technology,CTEK,CYNERGISTEK INC
658,Healthcare,VTRS,
659,Financial Services,VACQ,
660,Financial Services,VMAC,
661,Healthcare,INVO,
662,Industrials,PSHG,
663,Financial Services,NSH,
664,Financial Services,MDLY,
665,Financial Services,TMTS,
666,Basic Materials,RETO,RETO ECO SOLUTIONS INC
667,Consumer Defensive,TTCF,
668,Consumer Cyclical,SFT,SHIFT TECHNOLOGI
669,Healthcare,PRAX,
670,Consumer Cyclical,TMX,TERMINIX GLOBAL
671,Financial Services,RBAC,
672,Technology,INTZ,
673,Healthcare,KDNY,
674,Healthcare,SGEN,SEAGEN INC
675,Financial Services,FST,
676,Consumer Cyclical,ID,
677,Industrials,BKYI,
678,Financial Services,CARE,
679,Communication Services,LKCO,LUOKUNG TECHNOLOGY CORP
680,Financial Services,AONE,
681,Financial Services,FTOC,
682,Financial Services,THCA,TUSCAN   HLDGS     CORP    II
683,Industrials,AEHL,
684,Financial Services,FVAM,
685,Financial Services,HZAC,
686,Financial Services,AVAN,
687,Industrials,EOSE,
688,Consumer Cyclical,QS,
689,Technology,LOGI,LOGITECH INTL S A
690,Financial Services,DMYD,
691,Healthcare,HTBX,
692,Financial Services,RICE,
693,Consumer Cyclical,WISH,
694,Financial Services,CTAC,
695,Financial Services,ACAC,
696,Financial Services,VSPR,
697,Communication Services,DASH,
698,Healthcare,SBTX,
699,Financial Services,HZON,
700,Communication Services,ABNB,
701,Financial Services,TEKK,
702,Consumer Cyclical,ARKO,
703,Healthcare,RMED,
704,Healthcare,CFMS,CONFORMIS INC
705,Healthcare,VINC,
706,Healthcare,VIE,VIELA   BIO   INC
707,Healthcare,SCPS,
708,Consumer Cyclical,VMAR,
709,Financial Services,DEH,D8   HOLDINGS     CORP
710,Healthcare,STRR,
711,Healthcare,CYCN,CYCLERION THERAPEUTICS INC
712,Energy,TH,TARGET  HOSPITALITY          CORP
713,Industrials,ACA,ARCOSA INC
714,Healthcare,RCUS,ARCUS   BIOSCIENCES     INC
715,Healthcare,SRRK,SCHOLAR ROCK HLDG CORP
716,Healthcare,NH,NANTHEALTH INC
717,Real Estate,RMR,RMR GROUP INC
718,Healthcare,NTLA,INTELLIA   THERAPEUTICS      INC
719,Healthcare,ADVM,ADVERUM BIOTECHNOLOGIES INC
720,Financial Services,AC,ASSOCIATED CAP GROUP INC
721,Basic Materials,AGI,ALAMOS GOLD INC NEW
722,Basic Materials,VRS,VERSO   CORP
723,Industrials,INSW,INTERNATIONAL SEAWAYS INC
724,Industrials,PATI,PATRIOT TRANSN HLDG INC
725,Healthcare,EVH,EVOLENT   HEALTH    INC
726,Technology,SCWX,SECUREWORKS CORP
727,Energy,BCEI,BONANZA  CREEK      ENERGY     INC
728,Financial Services,MRBK,MERIDIAN CORPORATION
729,Industrials,GTES,GATES INDUSTRIAL CORPRATIN P
730,Consumer Cyclical,FUV,ARCIMOTO INC
731,Industrials,NXTD,NXT-ID INC
732,Industrials,PFMT,PERFORMANT FINL CORP
733,Healthcare,CSLT,CASTLIGHT HEALTH INC
734,Healthcare,MDWD,MEDIWOUND LTD
735,Healthcare,ONTX,ONCONOVA THERAPEUTICS INC
736,Technology,WIX,WIX COM LTD
737,Technology,QTWO,Q2 HLDGS INC
738,Technology,RNG,RINGCENTRAL INC
739,Financial Services,SAMG,SILVERCREST ASSET MGMT GROUP
740,Energy,SDPI,SUPERIOR DRILLING PRODS INC
741,Healthcare,ALDX,ALDEYRA  THERAPEUTICS        INC
742,Consumer Defensive,CHGG,CHEGG INC
743,Healthcare,ZSAN,ZOSANO PHARMA CORP
744,Technology,SABR,SABRE     CORP
745,Financial Services,ISTR,INVESTAR HLDG CORP
746,Healthcare,EGRX,EAGLE PHARMACEUTICALS INC
747,Consumer Cyclical,FLWS,FLWS/1-800 FLOWERS
748,Financial Services,AROW,ARROW FINL CORP
749,Industrials,ASTE,ASTEC INDS INC
750,Communication Services,SALM,SALEM MEDIA GROUP INC
751,Financial Services,RGA,REINSURANCE GRP OF AMERICA I
752,Healthcare,ABIO,ARCA BIOPHARMA INC
753,Technology,TCCO,TECHNICAL COMMUNICATIONS COR
754,Technology,AVGO,BROADCOM INC
755,Industrials,CHRA,CHARAH SOLUTIONS INC
756,Energy,ETRN,EQUITRANS     MIDSTREAM   CORP
757,Technology,AYX,ALTERYX INC
758,Energy,AM,ANTERO MIDSTREAM CORP
759,Industrials,SNDR,SCHNEIDER NATIONAL INC
760,Healthcare,MEDP,MEDPACE HLDGS INC
761,Communication Services,SNAP,SNAP INC
762,Energy,BTU,PEABODY ENERGY CORP NEW
763,Consumer Cyclical,FTDR,FRONTDOOR INC
764,Industrials,BV,BRIGHTVIEW HLDGS INC
765,Energy,TRMD,TORM PLC
766,Technology,PRSP,PERSPECTA INC
767,Financial Services,RNDB,RANDOLPH BANCORP INC
768,Financial Services,LMFA,LM FDG AMER INC
769,Industrials,AQMS,AQUA METALS INC
770,Healthcare,MYOV,MYOVANT SCIENCES LTD
771,Healthcare,SENS,SENSEONICS HLDGS INC
772,Healthcare,AXSM,AXSOME         THERAPEUTICS       INC
773,Energy,SBOW,SILVERBOW     RES     INC
774,Industrials,CATM,CARDTRONICS PLC
775,Healthcare,NEOS,NEOS THERAPEUTICS INC
776,Technology,ALRM,ALARM COM HLDGS INC
777,Technology,SHOP,SHOPIFY     INC
778,Technology,EVBG,EVERBRIDGE       INC
779,Healthcare,PTGX,PROTAGONIST THERAPEUTICS INC
780,Consumer Cyclical,CPHC,CANTERBURY PARK HOLDING CORP
781,Healthcare,SPNE,SEASPINE HLDGS CORP
782,Energy,CTRA,CONTURA ENERGY INC
783,Consumer Cyclical,MCFT,MASTERCRAFT BOAT HLDGS INC
784,Healthcare,ARA,AMERICAN RENAL ASSOCS HLDGS
785,Healthcare,LIFE,ATYR PHARMA INC
786,Healthcare,GLMD,GALMED PHARMACEUTICALS LTD
787,Technology,CYBR,CYBERARK     SOFTWARE       LTD
788,Basic Materials,OR,OSISKO GOLD ROYALTIES LTD
789,Financial Services,LOB,LIVE  OAK    BANCSHARES   INC
790,Technology,PSTG,PURE STORAGE INC
791,Financial Services,ABTX,ALLEGIANCE BANCSHARES INC
792,Healthcare,BPMC,BLUEPRINT MEDICINES CORP
793,Healthcare,CHEK,CHECK CAP LTD
794,Consumer Defensive,LAUR,LAUREATE EDUCATION INC
795,Financial Services,FBP,FIRST BANCORP P R
796,Healthcare,NHC,NATIONAL HEALTHCARE CORP
797,Healthcare,ICLR,ICON PLC
798,Financial Services,OFS,OFS  CAP  CORP
799,Technology,LEDS,SEMILEDS CORP
800,Financial Services,RM,REGIONAL MGMT CORP
801,Technology,NTAP,NETAPP INC
802,Industrials,KAI,KADANT   INC
803,Energy,QEP,QEP RESOURCES INC
804,Energy,HP,HELMERICH & PAYNE INC
805,Technology,STX,SEAGATE TECHNOLOGY PLC
806,Technology,CLS,CELESTICA INC
807,Consumer Cyclical,CRI,CARTERS INC
808,Industrials,ASGN,ASGN  INC
809,Financial Services,CWBC,COMMUNITY WEST BANCSHARES
810,Technology,AVNW,AVIAT NETWORKS INC
811,Technology,ADTN,ADTRAN INC
812,Communication Services,UONEK,URBAN ONE INC
813,Basic Materials,SXT,SENSIENT TECHNOLOGIES CORP
814,Industrials,HAYN,HAYNES INTERNATIONAL INC
815,Financial Services,IHC,INDEPENDENCE      HLDG   CO     NEW
816,Industrials,IESC,IES HLDGS INC
817,Energy,ENB,ENBRIDGE INC
818,Consumer Cyclical,KNDI,KANDI TECHNOLOGIES GROUP INC
819,Financial Services,STND,STANDARD AVB FINL CORP
820,Technology,LSCC,LATTICE SEMICONDUCTOR CORP
821,Technology,KVHI,KVH INDS INC
822,Communication Services,VZ,VERIZON COMMUNICATIONS INC
823,Technology,TTEC,TTEC HLDGS INC
824,Healthcare,BSX,BOSTON SCIENTIFIC CORP
825,Basic Materials,MEOH,METHANEX CORP
826,Consumer Defensive,SPTN,SPARTANNASH CO
827,Consumer Cyclical,EXPE,EXPEDIA     GROUP  INC
828,Consumer Defensive,UG,UNITED GUARDIAN INC
829,Financial Services,EHTH,EHEALTH    INC
830,Basic Materials,BTG,B2GOLD CORP
831,Communication Services,TWTR,TWITTER     INC
832,Healthcare,ADMS,ADAMAS PHARMACEUTICALS INC
833,Healthcare,AVNS,AVANOS   MED   INC
834,Basic Materials,PVG,PRETIUM RES INC
835,Consumer Cyclical,DIN,DINE BRANDS GLOBAL INC
836,Basic Materials,SXC,SUNCOKE ENERGY INC
837,Industrials,LXFR,LUXFER HOLDINGS PLC
838,Healthcare,PBYI,PUMA BIOTECHNOLOGY INC
839,Technology,AVYA,AVAYA HLDGS CORP
840,Energy,MTDR,MATADOR    RES    CO
841,Technology,BCOV,BRIGHTCOVE INC
842,Energy,MRC,MRC GLOBAL INC
843,Healthcare,GMED,GLOBUS MED INC
844,Healthcare,NVRO,NEVRO CORP
845,Healthcare,MRTX,MIRATI   THERAPEUTICS     INC
846,Financial Services,AINC,ASHFORD INC
847,Industrials,WMS,ADVANCED DRAIN SYS INC DEL
848,Technology,HUBS,HUBSPOT INC
849,Technology,ECOM,CHANNELADVISOR CORP
850,Healthcare,GLYC,GLYCOMIMETICS INC
851,Healthcare,CMRX,CHIMERIX INC
852,Financial Services,BANX,
853,Healthcare,FATE,FATE THERAPEUTICS INC
854,Financial Services,OCSI,
855,Consumer Cyclical,PRTY,PARTY   CITY   HOLDCO     INC
856,Energy,URG,UR-ENERGY INC
857,Financial Services,EGBN,EAGLE BANCORP INC MD
858,Financial Services,ATLC,ATLANTICUS HLDGS CORP
859,Utilities,ELLO,
860,Healthcare,BHC,BAUSCH HEALTH COS INC
861,Healthcare,LMAT,LEMAITRE     VASCULAR   INC
862,Basic Materials,PLG,PLATINUM GROUP METALS LTD
863,Healthcare,IDRA,IDERA PHARMACEUTICALS INC
864,Consumer Cyclical,CAKE,CHEESECAKE    FACTORY     INC
865,Utilities,LNT,ALLIANT ENERGY CORP
866,Energy,CCJ,CAMECO CORP
867,Basic Materials,CMT,CORE MOLDING TECHNOLOGIES IN
868,Healthcare,APTO,APTOSE BIOSCIENCES INC
869,Industrials,ABM,ABM INDS INC
870,Industrials,EME,EMCOR GROUP INC
871,Healthcare,VBIV,VBI     VACCINES    INC
872,Energy,DVN,DEVON ENERGY CORP NEW
873,Technology,LTRX,LANTRONIX INC
874,Consumer Cyclical,AMZN,AMAZON COM INC
875,Financial Services,UNAM,UNICO AMERN CORP
876,Healthcare,TMO,THERMO     FISHER   SCIENTIFIC   INC
877,Industrials,HURN,HURON CONSULTING GROUP INC
878,Basic Materials,MUX,MCEWEN MNG INC
879,Industrials,MWA,MUELLER WTR PRODS INC
880,Technology,CNXN,PC CONNECTION INC
881,Industrials,TRS,TRIMAS CORP
882,Technology,WDC,WESTERN DIGITAL CORP.
883,Industrials,CRAI,CRA INTL INC
884,Healthcare,PDEX,PRO-DEX INC COLO
885,Consumer Defensive,CAG,CONAGRA BRANDS INC
886,Consumer Cyclical,RAVE,RAVE RESTAURANT GROUP INC
887,Technology,NSYS,NORTECH SYS INC
888,Healthcare,ANTM,ANTHEM INC
889,Healthcare,BAX,BAXTER INTL INC
890,Consumer Cyclical,AEO,AMERICAN EAGLE OUTFITTERS IN
891,Consumer Cyclical,CCK,CROWN  HLDGS     INC
892,Industrials,GATX,GATX CORP
893,Basic Materials,LAC,LITHIUM    AMERS    CORP  NEW
894,Industrials,CUB,CUBIC CORP
895,Industrials,JBT,JOHN   BEAN   TECHNOLOGIES    CORP
896,Financial Services,FMAO,FARMERS & MERCHANTS BANCORP
897,Consumer Cyclical,DORM,DORMAN PRODUCTS INC
898,Consumer Cyclical,RRGB,RED ROBIN GOURMET BURGERS IN
899,Consumer Defensive,COST,COSTCO WHSL CORP NEW
900,Utilities,AT,ATLANTIC POWER CORP
901,Consumer Cyclical,MHK,MOHAWK INDS INC
902,Communication Services,LEAF,LEAF GROUP LTD
903,Financial Services,ISBC,INVESTORS BANCORP INC NEW
904,Consumer Cyclical,HVT,HAVERTY FURNITURE INC
905,Healthcare,CLDX,CELLDEX THERAPEUTICS INC NEW
906,Communication Services,SGA,SAGA COMMUNICATIONS INC
907,Healthcare,CJJD,CHINA JO-JO DRUGSTORES INC
908,Healthcare,ATRI,ATRION CORP
909,Technology,BHE,BENCHMARK ELECTRS INC
910,Financial Services,BGCP,BGC  PARTNERS      INC
911,Consumer Cyclical,EBAY,EBAY INC.
912,Industrials,OSK,OSHKOSH CORP
913,Technology,INS,INTELLIGENT SYS CORP NEW
914,Financial Services,THFF,FIRST FINL CORP IND
915,Financial Services,EVBN,EVANS BANCORP INC
916,Financial Services,BAM,BROOKFIELD ASSET MGMT INC
917,Industrials,MEC,MAYVILLE ENGINEERING CO INC
918,Healthcare,XXII,22ND CENTY GROUP INC
919,Technology,CRNT,CERAGON NETWORKS LTD
920,Industrials,ALJJ,ALJ REGL HLDGS INC
921,Industrials,WCC,WESCO   INTL   INC
922,Utilities,NRG,NRG ENERGY INC
923,Basic Materials,ODC,OIL DRI CORP AMER
924,Technology,SPSC,SPS COMMERCE INC
925,Industrials,SAIA,SAIA   INC
926,Consumer Cyclical,DXYN,DIXIE GROUP INC
927,Energy,NVGS,NAVIGATOR HOLDINGS LTD
928,Financial Services,BSRR,SIERRA BANCORP
929,Consumer Cyclical,WINA,WINMARK CORP
930,Financial Services,FCCO,FIRST CMNTY CORP S C
931,Healthcare,FOLD,AMICUS   THERAPEUTICS        INC
932,Industrials,MGRC,MCGRATH RENTCORP
933,Energy,TGC,TENGASCO INC
934,Financial Services,PRAA,PRA GROUP INC
935,Industrials,LAWS,LAWSON PRODS INC
936,Technology,TRMB,TRIMBLE INC
937,Healthcare,MD,MEDNAX INC
938,Technology,G,GENPACT LIMITED
939,Technology,UTSI,UTSTARCOM HOLDINGS CORP
940,Financial Services,MGYR,MAGYAR BANCORP INC
941,Consumer Cyclical,ANF,ABERCROMBIE     &  FITCH   CO
942,Healthcare,RIGL,RIGEL PHARMACEUTICALS INC
943,Communication Services,OMC,OMNICOM GROUP INC
944,Industrials,RHI,ROBERT HALF INTL INC
945,Consumer Cyclical,MYE,MYERS INDS INC
946,Industrials,GOGL,GOLDEN OCEAN GROUP LTD
947,Financial Services,BRKL,BROOKLINE BANCORP INC DEL
948,Financial Services,WVFC,WVS FINL CORP
949,Technology,EXTR,EXTREME NETWORKS INC
950,Utilities,CMS,CMS ENERGY CORP
951,Consumer Cyclical,CAAS,CHINA AUTOMOTIVE SYS INC
952,Healthcare,PETS,PETMED EXPRESS INC
953,Industrials,EFX,EQUIFAX INC
954,Financial Services,SBSI,SOUTHSIDE BANCSHARES INC
955,Technology,TSEM,TOWER SEMICONDUCTOR LTD
956,Industrials,FLR,FLUOR CORP NEW
957,Industrials,RYI,RYERSON HLDG CORP
958,Communication Services,NYT,NEW YORK TIMES CO
959,Healthcare,CBIO,CATALYST BIOSCIENCES INC
960,Technology,CLRO,CLEARONE INC
961,Technology,CETX,CEMTREX INC
962,Healthcare,JAZZ,JAZZ PHARMACEUTICALS PLC
963,Financial Services,AGM,FEDERAL AGRIC MTG CORP
964,Consumer Cyclical,WSM,WILLIAMS SONOMA INC
965,Financial Services,PFG,PRINCIPAL   FINANCIAL     GROUP      IN
966,Consumer Defensive,FDP,FRESH DEL MONTE PRODUCE INC
967,Energy,COG,CABOT   OIL   &  GAS   CORP
968,Financial Services,BUSE,FIRST BUSEY CORP
969,Financial Services,TRMK,TRUSTMARK CORP
970,Industrials,AIMC,ALTRA INDL MOTION CORP
971,Energy,MTRX,MATRIX SVC CO
972,Technology,MU,MICRON TECHNOLOGY INC
973,Technology,EMKR,EMCORE CORP
974,Financial Services,CBFV,CB FINL SVCS INC
975,Financial Services,SIGI,SELECTIVE INS GROUP INC
976,Technology,MLAB,MESA LABS INC
977,Consumer Cyclical,NVR,NVR INC
978,Energy,NFG,NATIONAL FUEL GAS CO N J
979,Financial Services,UMPQ,UMPQUA HLDGS CORP
980,Industrials,PLUG,PLUG POWER INC
981,Financial Services,PNFP,PINNACLE FINL PARTNERS INC
982,Industrials,PPIH,PERMA PIPE INTL HLDGS INC
983,Technology,NTGR,NETGEAR INC
984,Financial Services,SFST,SOUTHERN FIRST BANCSHARES IN
985,Technology,XLNX,XILINX INC
986,Technology,FORM,FORMFACTOR INC
987,Industrials,XPO,XPO LOGISTICS INC
988,Financial Services,CRVL,CORVEL CORP
989,Industrials,HI,HILLENBRAND       INC
990,Financial Services,COLB,COLUMBIA    BKG   SYS     INC
991,Basic Materials,SMTS,SIERRA METALS INC
992,Consumer Defensive,ATGE,ADTALEM GLOBAL ED INC
993,Technology,CSOD,CORNERSTONE ONDEMAND INC
994,Healthcare,FENC,FENNEC PHARMACEUTICALS INC
995,Consumer Cyclical,ZAGG,ZAGG INC
996,Consumer Cyclical,CTRN,CITI TRENDS INC
997,Energy,SWN,SOUTHWESTERN     ENERGY     CO
998,Energy,AMTX,AEMETIS INC
999,Financial Services,WSFS,WSFS FINL CORP
1000,Consumer Defensive,PG,PROCTER AND GAMBLE CO
1001,Utilities,OGE,OGE ENERGY CORP
1002,Healthcare,OSUR,ORASURE TECHNOLOGIES INC
1003,Financial Services,HFWA,HERITAGE FINL CORP WASH
1004,Energy,UUUU,ENERGY FUELS INC
1005,Healthcare,LLY,LILLY ELI & CO
1006,Consumer Cyclical,MLHR,MILLER HERMAN INC
1007,Industrials,SEB,SEABOARD CORP
1008,Healthcare,MORF,MORPHIC HLDG INC
1009,Basic Materials,OLN,OLIN CORP
1010,Consumer Cyclical,STRT,STRATTEC SEC CORP
1011,Healthcare,ENDP,ENDO INTL PLC
1012,Financial Services,VALU,VALUE LINE INC
1013,Consumer Cyclical,HOV,HOVNANIAN ENTERPRISES INC
1014,Industrials,SYX,SYSTEMAX INC
1015,Healthcare,GILD,GILEAD SCIENCES INC
1016,Industrials,UPS,UNITED PARCEL SERVICE INC
1017,Healthcare,CAH,CARDINAL HEALTH INC
1018,Basic Materials,SVM,SILVERCORP METALS INC
1019,Technology,PCYG,PARK CITY GROUP INC
1020,Technology,ACN,ACCENTURE PLC IRELAND
1021,Industrials,WSO,WATSCO INC
1022,Technology,AWRE,AWARE INC MASS
1023,Technology,DBD,DIEBOLD   NXDF  INC
1024,Technology,ELSE,ELECTRO-SENSORS INC
1025,Technology,FLIR,FLIR SYS INC
1026,Industrials,RCII,RENT A CTR INC NEW
1027,Energy,CLR,CONTINENTAL    RES    INC
1028,Communication Services,ZNGA,ZYNGA INC
1029,Financial Services,ALAC,
1030,Communication Services,MAX,
1031,Financial Services,ROOT,
1032,Technology,PAYA,
1033,Financial Services,GHLD,
1034,Financial Services,BOWX,
1035,Financial Services,SAII,
1036,Healthcare,ONCR,
1037,Healthcare,PINC,PREMIER INC
1038,Industrials,ENR,ENERGIZER     HLDGS   INC     NEW
1039,Communication Services,LBRDA,LIBERTY BROADBAND CORP
1040,Technology,EIGI,ENDURANCE INTL GROUP HLDGS I
1041,Consumer Cyclical,TCS,CONTAINER STORE GROUP INC
1042,Healthcare,VCYT,VERACYTE  INC
1043,Energy,DNOW,NOW INC
1044,Consumer Cyclical,NWHM,NEW HOME CO INC
1045,Consumer Cyclical,YUMC,YUM CHINA HLDGS INC
1046,Healthcare,OM,OUTSET     MED   INC
1047,Financial Services,ERES,
1048,Basic Materials,EXN,EXCELLON RES INC
1049,Consumer Defensive,LSF,LAIRD   SUPERFOOD         INC
1050,Technology,CRSR,CORSAIR     GAMING    INC
1051,Healthcare,BIVI,
1052,Healthcare,HGEN,HUMANIGEN     INC
1053,Financial Services,SBE,SWITCHBACK     ENERGY    ACQUISTN   C
1054,Financial Services,GRSV,
1055,Healthcare,REGN,REGENERON PHARMACEUTICALS
1056,Financial Services,CHAQ,
1057,Communication Services,LUMN,LUMEN   TECHNOLOGIES      INC
1058,Technology,CCMP,
1059,Technology,SPI,
1060,Communication Services,HCHC,HC2 HLDGS INC
1061,Industrials,VEC,VECTRUS INC
1062,Healthcare,IFRX,INFLARX NV
1063,Healthcare,ATXI,AVENUE THERAPEUTICS INC
1064,Energy,LBRT,LIBERTY OILFIELD SVCS INC
1065,Basic Materials,LIN,LINDE PLC
1066,Financial Services,BY,BYLINE BANCORP INC
1067,Healthcare,PETQ,PETIQ   INC
1068,Healthcare,ADIL,ADIAL PHARMACEUTICALS INC
1069,Technology,OSS,ONE STOP SYS INC
1070,Financial Services,BFST,BUSINESS FIRST BANCSHARES IN
1071,Healthcare,PRVB,PROVENTION     BIO   INC
1072,Healthcare,ARTL,
1073,Healthcare,PLX,PROTALIX BIOTHERAPEUTICS INC
1074,Consumer Cyclical,ONEW,ONEWATER MARINE INC
1075,Healthcare,CNMD,CONMED   CORP
1076,Healthcare,UTHR,UNITED THERAPEUTICS CORP DEL
1077,Consumer Cyclical,CONN,CONNS   INC
1078,Consumer Defensive,CALM,CAL MAINE FOODS INC
1079,Financial Services,GAIN,GLADSTONE INVT CORP
1080,Industrials,GENC,GENCOR INDS INC
1081,Industrials,GSL,GLOBAL SHIP LEASE INC NEW
